filename,document_type,source_dataset,authenticity,width,height,file_size_bytes
rahunok/rahunok_0079.png,рахунок,RVL-CDIP,,777,1000,264365
rahunok/rahunok_0080.png,рахунок,RVL-CDIP,,808,1000,70412
rahunok/rahunok_0081.png,рахунок,RVL-CDIP,,784,1000,268072
rahunok/rahunok_0082.png,рахунок,RVL-CDIP,,777,1000,219509
rahunok/rahunok_0083.png,рахунок,RVL-CDIP,,754,1000,215264
rahunok/rahunok_0084.png,рахунок,RVL-CDIP,,777,1000,236702
rahunok/rahunok_0085.png,рахунок,RVL-CDIP,,790,1000,529747
rahunok/rahunok_0086.png,рахунок,RVL-CDIP,,754,1000,97687
rahunok/rahunok_0087.png,рахунок,RVL-CDIP,,762,1000,125565
rahunok/rahunok_0088.png,рахунок,RVL-CDIP,,754,1000,60244
rahunok/rahunok_0089.png,рахунок,RVL-CDIP,,754,1000,144007
rahunok/rahunok_0090.png,рахунок,RVL-CDIP,,754,1000,152482
rahunok/rahunok_0091.png,рахунок,RVL-CDIP,,754,1000,97523
rahunok/rahunok_0092.png,рахунок,RVL-CDIP,,773,1000,117332
rahunok/rahunok_0093.png,рахунок,RVL-CDIP,,754,1000,143194
rahunok/rahunok_0094.png,рахунок,RVL-CDIP,,777,1000,271811
rahunok/rahunok_0095.png,рахунок,RVL-CDIP,,754,1000,88399
rahunok/rahunok_0096.png,рахунок,RVL-CDIP,,754,1000,217659
rahunok/rahunok_0097.png,рахунок,RVL-CDIP,,754,1000,90391
rahunok/rahunok_0098.png,рахунок,RVL-CDIP,,781,1000,305832
rahunok/rahunok_0099.png,рахунок,RVL-CDIP,,754,1000,156472
rahunok/rahunok_0100.png,рахунок,RVL-CDIP,,754,1000,138926
rahunok/rahunok_0101.png,рахунок,RVL-CDIP,,754,1000,90146
rahunok/rahunok_0102.png,рахунок,RVL-CDIP,,776,1000,123937
rahunok/rahunok_0103.png,рахунок,RVL-CDIP,,754,1000,90680
rahunok/rahunok_0104.png,рахунок,RVL-CDIP,,754,1000,185830
rahunok/rahunok_0105.png,рахунок,RVL-CDIP,,754,1000,349184
rahunok/rahunok_0106.png,рахунок,RVL-CDIP,,754,1000,152207
rahunok/rahunok_0107.png,рахунок,RVL-CDIP,,783,1000,274737
rahunok/rahunok_0108.png,рахунок,RVL-CDIP,,762,1000,153944
rahunok/rahunok_0109.png,рахунок,RVL-CDIP,,754,1000,107580
rahunok/rahunok_0110.png,рахунок,RVL-CDIP,,780,1000,174713
rahunok/rahunok_0111.png,рахунок,RVL-CDIP,,772,1000,280009
rahunok/rahunok_0112.png,рахунок,RVL-CDIP,,762,1000,395026
rahunok/rahunok_0113.png,рахунок,RVL-CDIP,,772,1000,111539
rahunok/rahunok_0114.png,рахунок,RVL-CDIP,,771,1000,270495
rahunok/rahunok_0115.png,рахунок,RVL-CDIP,,762,1000,157206
rahunok/rahunok_0116.png,рахунок,RVL-CDIP,,768,1000,189896
rahunok/rahunok_0117.png,рахунок,RVL-CDIP,,754,1000,144576
rahunok/rahunok_0118.png,рахунок,RVL-CDIP,,777,1000,433260
rahunok/rahunok_0119.png,рахунок,RVL-CDIP,,778,1000,962743
rahunok/rahunok_0120.png,рахунок,RVL-CDIP,,770,1000,137912
rahunok/rahunok_0121.png,рахунок,RVL-CDIP,,777,1000,318660
rahunok/rahunok_0122.png,рахунок,RVL-CDIP,,777,1000,93027
rahunok/rahunok_0123.png,рахунок,RVL-CDIP,,752,1000,192915
rahunok/rahunok_0124.png,рахунок,RVL-CDIP,,776,1000,473875
rahunok/rahunok_0125.png,рахунок,RVL-CDIP,,762,1000,125935
rahunok/rahunok_0126.png,рахунок,RVL-CDIP,,787,1000,251038
rahunok/rahunok_0127.png,рахунок,RVL-CDIP,,772,1000,160842
rahunok/rahunok_0128.png,рахунок,RVL-CDIP,,777,1000,391958
rahunok/rahunok_0129.png,рахунок,RVL-CDIP,,754,1000,207051
rahunok/rahunok_0130.png,рахунок,RVL-CDIP,,762,1000,189419
rahunok/rahunok_0131.png,рахунок,RVL-CDIP,,754,1000,150677
rahunok/rahunok_0132.png,рахунок,RVL-CDIP,,782,1000,113103
rahunok/rahunok_0133.png,рахунок,RVL-CDIP,,777,1000,171896
rahunok/rahunok_0134.png,рахунок,RVL-CDIP,,754,1000,96242
rahunok/rahunok_0135.png,рахунок,RVL-CDIP,,784,1000,664963
rahunok/rahunok_0136.png,рахунок,RVL-CDIP,,766,1000,323010
rahunok/rahunok_0137.png,рахунок,RVL-CDIP,,785,1000,471914
rahunok/rahunok_0138.png,рахунок,RVL-CDIP,,772,1000,153799
rahunok/rahunok_0139.png,рахунок,RVL-CDIP,,762,1000,703130
rahunok/rahunok_0140.png,рахунок,RVL-CDIP,,787,1000,328777
rahunok/rahunok_0141.png,рахунок,RVL-CDIP,,754,1000,74980
rahunok/rahunok_0142.png,рахунок,RVL-CDIP,,803,1000,191349
rahunok/rahunok_0143.png,рахунок,RVL-CDIP,,754,1000,103674
rahunok/rahunok_0144.png,рахунок,RVL-CDIP,,777,1000,244602
rahunok/rahunok_0145.png,рахунок,RVL-CDIP,,754,1000,211247
rahunok/rahunok_0146.png,рахунок,RVL-CDIP,,728,1000,93549
rahunok/rahunok_0147.png,рахунок,RVL-CDIP,,754,1000,631995
rahunok/rahunok_0148.png,рахунок,RVL-CDIP,,754,1000,131236
rahunok/rahunok_0149.png,рахунок,RVL-CDIP,,752,1000,176129
rahunok/rahunok_0150.png,рахунок,RVL-CDIP,,768,1000,162435
rahunok/rahunok_0151.png,рахунок,RVL-CDIP,,772,1000,302946
rahunok/rahunok_0152.png,рахунок,RVL-CDIP,,754,1000,178626
rahunok/rahunok_0153.png,рахунок,RVL-CDIP,,754,1000,350662
rahunok/rahunok_0154.png,рахунок,RVL-CDIP,,754,1000,80109
rahunok/rahunok_0155.png,рахунок,RVL-CDIP,,784,1000,261687
rahunok/rahunok_0156.png,рахунок,RVL-CDIP,,787,1000,211424
rahunok/rahunok_0157.png,рахунок,RVL-CDIP,,754,1000,129429
rahunok/rahunok_0158.png,рахунок,RVL-CDIP,,754,1000,183200
rahunok/rahunok_0159.png,рахунок,RVL-CDIP,,754,1000,131719
rahunok/rahunok_0160.png,рахунок,RVL-CDIP,,754,1000,214034
rahunok/rahunok_0161.png,рахунок,RVL-CDIP,,754,1000,92062
rahunok/rahunok_0162.png,рахунок,RVL-CDIP,,754,1000,199292
rahunok/rahunok_0163.png,рахунок,RVL-CDIP,,770,1000,187152
rahunok/rahunok_0164.png,рахунок,RVL-CDIP,,781,1000,196034
rahunok/rahunok_0165.png,рахунок,RVL-CDIP,,777,1000,158432
rahunok/rahunok_0166.png,рахунок,RVL-CDIP,,754,1000,114438
rahunok/rahunok_0167.png,рахунок,RVL-CDIP,,777,1000,607821
rahunok/rahunok_0168.png,рахунок,RVL-CDIP,,754,1000,301659
rahunok/rahunok_0169.png,рахунок,RVL-CDIP,,808,1000,658569
rahunok/rahunok_0170.png,рахунок,RVL-CDIP,,754,1000,289846
rahunok/rahunok_0171.png,рахунок,RVL-CDIP,,754,1000,142258
rahunok/rahunok_0172.png,рахунок,RVL-CDIP,,807,1000,189335
rahunok/rahunok_0173.png,рахунок,RVL-CDIP,,762,1000,103419
rahunok/rahunok_0174.png,рахунок,RVL-CDIP,,773,1000,118849
rahunok/rahunok_0175.png,рахунок,RVL-CDIP,,777,1000,171492
rahunok/rahunok_0176.png,рахунок,RVL-CDIP,,754,1000,112686
rahunok/rahunok_0177.png,рахунок,RVL-CDIP,,770,1000,119838
rahunok/rahunok_0178.png,рахунок,RVL-CDIP,,754,1000,267595
rahunok/rahunok_0179.png,рахунок,RVL-CDIP,,754,1000,205158
rahunok/rahunok_0180.png,рахунок,RVL-CDIP,,754,1000,109355
rahunok/rahunok_0181.png,рахунок,RVL-CDIP,,777,1000,323053
rahunok/rahunok_0182.png,рахунок,RVL-CDIP,,754,1000,400182
rahunok/rahunok_0183.png,рахунок,RVL-CDIP,,754,1000,115562
rahunok/rahunok_0184.png,рахунок,RVL-CDIP,,754,1000,309323
rahunok/rahunok_0185.png,рахунок,RVL-CDIP,,752,1000,203489
rahunok/rahunok_0186.png,рахунок,RVL-CDIP,,767,1000,169408
rahunok/rahunok_0187.png,рахунок,RVL-CDIP,,754,1000,176825
rahunok/rahunok_0188.png,рахунок,RVL-CDIP,,762,1000,147951
lyst/lyst_0000.png,лист,RVL-CDIP,,762,1000,122757
lyst/lyst_0001.png,лист,RVL-CDIP,,777,1000,687080
lyst/lyst_0002.png,лист,RVL-CDIP,,783,1000,93820
lyst/lyst_0003.png,лист,RVL-CDIP,,754,1000,85674
lyst/lyst_0004.png,лист,RVL-CDIP,,803,1000,237318
lyst/lyst_0005.png,лист,RVL-CDIP,,754,1000,128987
lyst/lyst_0006.png,лист,RVL-CDIP,,778,1000,284296
lyst/lyst_0007.png,лист,RVL-CDIP,,754,1000,123184
lyst/lyst_0008.png,лист,RVL-CDIP,,777,1000,124616
lyst/lyst_0009.png,лист,RVL-CDIP,,754,1000,148590
lyst/lyst_0010.png,лист,RVL-CDIP,,778,1000,482455
lyst/lyst_0011.png,лист,RVL-CDIP,,754,1000,85828
lyst/lyst_0012.png,лист,RVL-CDIP,,754,1000,164917
lyst/lyst_0013.png,лист,RVL-CDIP,,770,1000,294907
lyst/lyst_0014.png,лист,RVL-CDIP,,777,1000,241243
lyst/lyst_0015.png,лист,RVL-CDIP,,754,1000,114452
lyst/lyst_0016.png,лист,RVL-CDIP,,754,1000,147033
lyst/lyst_0017.png,лист,RVL-CDIP,,784,1000,152940
lyst/lyst_0018.png,лист,RVL-CDIP,,788,1000,119394
lyst/lyst_0019.png,лист,RVL-CDIP,,754,1000,165645
lyst/lyst_0020.png,лист,RVL-CDIP,,754,1000,126947
lyst/lyst_0021.png,лист,RVL-CDIP,,762,1000,176635
lyst/lyst_0022.png,лист,RVL-CDIP,,774,1000,141022
lyst/lyst_0023.png,лист,RVL-CDIP,,754,1000,57382
lyst/lyst_0024.png,лист,RVL-CDIP,,780,1000,21510
lyst/lyst_0025.png,лист,RVL-CDIP,,781,1000,286598
lyst/lyst_0026.png,лист,RVL-CDIP,,754,1000,131469
lyst/lyst_0027.png,лист,RVL-CDIP,,754,1000,221097
lyst/lyst_0028.png,лист,RVL-CDIP,,762,1000,106890
lyst/lyst_0029.png,лист,RVL-CDIP,,754,1000,163420
lyst/lyst_0030.png,лист,RVL-CDIP,,777,1000,80098
lyst/lyst_0031.png,лист,RVL-CDIP,,754,1000,136001
lyst/lyst_0032.png,лист,RVL-CDIP,,811,1000,275713
lyst/lyst_0033.png,лист,RVL-CDIP,,754,1000,221144
lyst/lyst_0034.png,лист,RVL-CDIP,,786,1000,377084
lyst/lyst_0035.png,лист,RVL-CDIP,,754,1000,239520
lyst/lyst_0036.png,лист,RVL-CDIP,,772,1000,234945
lyst/lyst_0037.png,лист,RVL-CDIP,,762,1000,288861
lyst/lyst_0038.png,лист,RVL-CDIP,,778,1000,115573
lyst/lyst_0039.png,лист,RVL-CDIP,,790,1000,331436
lyst/lyst_0040.png,лист,RVL-CDIP,,768,1000,193023
lyst/lyst_0041.png,лист,RVL-CDIP,,774,1000,306114
lyst/lyst_0042.png,лист,RVL-CDIP,,792,1000,191812
lyst/lyst_0043.png,лист,RVL-CDIP,,785,1000,215660
lyst/lyst_0044.png,лист,RVL-CDIP,,772,1000,143810
lyst/lyst_0045.png,лист,RVL-CDIP,,754,1000,68912
lyst/lyst_0046.png,лист,RVL-CDIP,,754,1000,206477
lyst/lyst_0047.png,лист,RVL-CDIP,,754,1000,263398
lyst/lyst_0048.png,лист,RVL-CDIP,,772,1000,154358
lyst/lyst_0049.png,лист,RVL-CDIP,,754,1000,362303
lyst/lyst_0050.png,лист,RVL-CDIP,,772,1000,240944
lyst/lyst_0051.png,лист,RVL-CDIP,,771,1000,254981
lyst/lyst_0052.png,лист,RVL-CDIP,,754,1000,165401
lyst/lyst_0053.png,лист,RVL-CDIP,,762,1000,81165
lyst/lyst_0054.png,лист,RVL-CDIP,,754,1000,196483
lyst/lyst_0055.png,лист,RVL-CDIP,,754,1000,203518
lyst/lyst_0056.png,лист,RVL-CDIP,,754,1000,184687
lyst/lyst_0057.png,лист,RVL-CDIP,,754,1000,204129
lyst/lyst_0058.png,лист,RVL-CDIP,,787,1000,204928
lyst/lyst_0059.png,лист,RVL-CDIP,,762,1000,977874
lyst/lyst_0060.png,лист,RVL-CDIP,,754,1000,152671
lyst/lyst_0061.png,лист,RVL-CDIP,,754,1000,198086
lyst/lyst_0062.png,лист,RVL-CDIP,,784,1000,306341
lyst/lyst_0063.png,лист,RVL-CDIP,,780,1000,223938
lyst/lyst_0064.png,лист,RVL-CDIP,,754,1000,241506
lyst/lyst_0065.png,лист,RVL-CDIP,,754,1000,189233
lyst/lyst_0066.png,лист,RVL-CDIP,,754,1000,115807
lyst/lyst_0067.png,лист,RVL-CDIP,,754,1000,68409
lyst/lyst_0068.png,лист,RVL-CDIP,,772,1000,319292
lyst/lyst_0069.png,лист,RVL-CDIP,,777,1000,313407
lyst/lyst_0070.png,лист,RVL-CDIP,,771,1000,164209
lyst/lyst_0071.png,лист,RVL-CDIP,,777,1000,622333
lyst/lyst_0072.png,лист,RVL-CDIP,,754,1000,138043
lyst/lyst_0073.png,лист,RVL-CDIP,,754,1000,122593
lyst/lyst_0074.png,лист,RVL-CDIP,,754,1000,106824
lyst/lyst_0075.png,лист,RVL-CDIP,,754,1000,160916
lyst/lyst_0076.png,лист,RVL-CDIP,,754,1000,102754
lyst/lyst_0077.png,лист,RVL-CDIP,,771,1000,133774
lyst/lyst_0078.png,лист,RVL-CDIP,,762,1000,325206
lyst/lyst_0079.png,лист,RVL-CDIP,,772,1000,77195
lyst/lyst_0080.png,лист,RVL-CDIP,,777,1000,120425
lyst/lyst_0081.png,лист,RVL-CDIP,,762,1000,62054
lyst/lyst_0082.png,лист,RVL-CDIP,,762,1000,48600
lyst/lyst_0083.png,лист,RVL-CDIP,,777,1000,178419
lyst/lyst_0084.png,лист,RVL-CDIP,,788,1000,261993
lyst/lyst_0085.png,лист,RVL-CDIP,,810,1000,235596
lyst/lyst_0086.png,лист,RVL-CDIP,,785,1000,155020
lyst/lyst_0087.png,лист,RVL-CDIP,,777,1000,112614
lyst/lyst_0088.png,лист,RVL-CDIP,,754,1000,28647
lyst/lyst_0089.png,лист,RVL-CDIP,,767,1000,318255
lyst/lyst_0090.png,лист,RVL-CDIP,,754,1000,119170
lyst/lyst_0091.png,лист,RVL-CDIP,,777,1000,211560
lyst/lyst_0092.png,лист,RVL-CDIP,,798,1000,117663
lyst/lyst_0093.png,лист,RVL-CDIP,,762,1000,94646
lyst/lyst_0094.png,лист,RVL-CDIP,,754,1000,262328
lyst/lyst_0095.png,лист,RVL-CDIP,,771,1000,200932
lyst/lyst_0096.png,лист,RVL-CDIP,,754,1000,170688
lyst/lyst_0097.png,лист,RVL-CDIP,,772,1000,394353
lyst/lyst_0098.png,лист,RVL-CDIP,,805,1000,269510
lyst/lyst_0099.png,лист,RVL-CDIP,,762,1000,45937
lyst/lyst_0100.png,лист,RVL-CDIP,,762,1000,214490
lyst/lyst_0101.png,лист,RVL-CDIP,,781,1000,248356
lyst/lyst_0102.png,лист,RVL-CDIP,,754,1000,224239
lyst/lyst_0103.png,лист,RVL-CDIP,,762,1000,89553
lyst/lyst_0104.png,лист,RVL-CDIP,,767,1000,251856
lyst/lyst_0105.png,лист,RVL-CDIP,,754,1000,154110
lyst/lyst_0106.png,лист,RVL-CDIP,,749,1000,179580
lyst/lyst_0107.png,лист,RVL-CDIP,,784,1000,237547
lyst/lyst_0108.png,лист,RVL-CDIP,,802,1000,427832
lyst/lyst_0109.png,лист,RVL-CDIP,,802,1000,193629
lyst/lyst_0110.png,лист,RVL-CDIP,,754,1000,297818
lyst/lyst_0111.png,лист,RVL-CDIP,,771,1000,147003
lyst/lyst_0112.png,лист,RVL-CDIP,,754,1000,157886
lyst/lyst_0113.png,лист,RVL-CDIP,,771,1000,253678
lyst/lyst_0114.png,лист,RVL-CDIP,,762,1000,260206
lyst/lyst_0115.png,лист,RVL-CDIP,,762,1000,209878
lyst/lyst_0116.png,лист,RVL-CDIP,,806,1000,152883
lyst/lyst_0117.png,лист,RVL-CDIP,,774,1000,119729
lyst/lyst_0118.png,лист,RVL-CDIP,,754,1000,252142
lyst/lyst_0119.png,лист,RVL-CDIP,,762,1000,177814
lyst/lyst_0120.png,лист,RVL-CDIP,,754,1000,193729
lyst/lyst_0121.png,лист,RVL-CDIP,,754,1000,110442
lyst/lyst_0122.png,лист,RVL-CDIP,,777,1000,225329
lyst/lyst_0123.png,лист,RVL-CDIP,,777,1000,112973
lyst/lyst_0124.png,лист,RVL-CDIP,,754,1000,204216
lyst/lyst_0125.png,лист,RVL-CDIP,,772,1000,203407
lyst/lyst_0126.png,лист,RVL-CDIP,,754,1000,146659
lyst/lyst_0127.png,лист,RVL-CDIP,,754,1000,139670
lyst/lyst_0128.png,лист,RVL-CDIP,,800,1000,347485
lyst/lyst_0129.png,лист,RVL-CDIP,,780,1000,482433
lyst/lyst_0130.png,лист,RVL-CDIP,,767,1000,80301
lyst/lyst_0131.png,лист,RVL-CDIP,,759,1000,287168
lyst/lyst_0132.png,лист,RVL-CDIP,,777,1000,81171
lyst/lyst_0133.png,лист,RVL-CDIP,,788,1000,192466
lyst/lyst_0134.png,лист,RVL-CDIP,,754,1000,153681
lyst/lyst_0135.png,лист,RVL-CDIP,,762,1000,168215
lyst/lyst_0136.png,лист,RVL-CDIP,,762,1000,718607
lyst/lyst_0137.png,лист,RVL-CDIP,,754,1000,202481
lyst/lyst_0138.png,лист,RVL-CDIP,,779,1000,343587
lyst/lyst_0139.png,лист,RVL-CDIP,,777,1000,131611
lyst/lyst_0140.png,лист,RVL-CDIP,,777,1000,228723
lyst/lyst_0141.png,лист,RVL-CDIP,,774,1000,247528
lyst/lyst_0142.png,лист,RVL-CDIP,,754,1000,157110
lyst/lyst_0143.png,лист,RVL-CDIP,,754,1000,298422
lyst/lyst_0144.png,лист,RVL-CDIP,,780,1000,294028
lyst/lyst_0145.png,лист,RVL-CDIP,,754,1000,117941
lyst/lyst_0146.png,лист,RVL-CDIP,,762,1000,233155
lyst/lyst_0147.png,лист,RVL-CDIP,,801,1000,205542
lyst/lyst_0148.png,лист,RVL-CDIP,,802,1000,190925
lyst/lyst_0149.png,лист,RVL-CDIP,,752,1000,104035
lyst/lyst_0150.png,лист,RVL-CDIP,,793,1000,93410
lyst/lyst_0151.png,лист,RVL-CDIP,,783,1000,335299
lyst/lyst_0152.png,лист,RVL-CDIP,,754,1000,101759
lyst/lyst_0153.png,лист,RVL-CDIP,,802,1000,228303
lyst/lyst_0154.png,лист,RVL-CDIP,,762,1000,54371
lyst/lyst_0155.png,лист,RVL-CDIP,,754,1000,225077
lyst/lyst_0156.png,лист,RVL-CDIP,,754,1000,184062
lyst/lyst_0157.png,лист,RVL-CDIP,,779,1000,308805
lyst/lyst_0158.png,лист,RVL-CDIP,,806,1000,112760
lyst/lyst_0159.png,лист,RVL-CDIP,,777,1000,1472886
lyst/lyst_0160.png,лист,RVL-CDIP,,754,1000,218348
lyst/lyst_0161.png,лист,RVL-CDIP,,762,1000,199659
lyst/lyst_0162.png,лист,RVL-CDIP,,762,1000,71289
lyst/lyst_0163.png,лист,RVL-CDIP,,773,1000,112463
lyst/lyst_0164.png,лист,RVL-CDIP,,777,1000,221964
lyst/lyst_0165.png,лист,RVL-CDIP,,781,1000,283791
lyst/lyst_0166.png,лист,RVL-CDIP,,754,1000,285679
lyst/lyst_0167.png,лист,RVL-CDIP,,769,1000,207790
lyst/lyst_0168.png,лист,RVL-CDIP,,762,1000,153867
lyst/lyst_0169.png,лист,RVL-CDIP,,754,1000,103503
lyst/lyst_0170.png,лист,RVL-CDIP,,762,1000,311764
lyst/lyst_0171.png,лист,RVL-CDIP,,762,1000,239143
lyst/lyst_0172.png,лист,RVL-CDIP,,787,1000,157604
lyst/lyst_0173.png,лист,RVL-CDIP,,762,1000,162566
lyst/lyst_0174.png,лист,RVL-CDIP,,762,1000,196131
lyst/lyst_0175.png,лист,RVL-CDIP,,777,1000,148427
lyst/lyst_0176.png,лист,RVL-CDIP,,779,1000,323248
lyst/lyst_0177.png,лист,RVL-CDIP,,754,1000,210505
lyst/lyst_0178.png,лист,RVL-CDIP,,762,1000,128930
lyst/lyst_0179.png,лист,RVL-CDIP,,801,1000,314041
lyst/lyst_0180.png,лист,RVL-CDIP,,754,1000,132760
lyst/lyst_0181.png,лист,RVL-CDIP,,771,1000,133954
lyst/lyst_0182.png,лист,RVL-CDIP,,754,1000,157533
lyst/lyst_0183.png,лист,RVL-CDIP,,754,1000,209282
lyst/lyst_0184.png,лист,RVL-CDIP,,817,1000,315960
lyst/lyst_0185.png,лист,RVL-CDIP,,792,1000,236548
lyst/lyst_0186.png,лист,RVL-CDIP,,754,1000,58085
lyst/lyst_0187.png,лист,RVL-CDIP,,754,1000,285894
lyst/lyst_0188.png,лист,RVL-CDIP,,754,1000,122993
lyst/lyst_0189.png,лист,RVL-CDIP,,754,1000,169701
lyst/lyst_0190.png,лист,RVL-CDIP,,754,1000,153663
lyst/lyst_0191.png,лист,RVL-CDIP,,762,1000,161042
lyst/lyst_0192.png,лист,RVL-CDIP,,754,1000,201542
lyst/lyst_0193.png,лист,RVL-CDIP,,777,1000,464105
lyst/lyst_0194.png,лист,RVL-CDIP,,767,1000,93095
lyst/lyst_0195.png,лист,RVL-CDIP,,766,1000,216397
lyst/lyst_0196.png,лист,RVL-CDIP,,774,1000,112639
lyst/lyst_0197.png,лист,RVL-CDIP,,754,1000,273833
