filename,document_type,source_dataset,authenticity,width,height,file_size_bytes,aspect_ratio,mean_brightness,std_brightness,dark_pixel_ratio,color_saturation_mean
rahunok/rahunok_0033.png,рахунок,RVL-CDIP,,762,1000,110628,0.762,247.58096981627295,37.07231629518045,0.028311023622047245,0.0
rahunok/rahunok_0034.png,рахунок,RVL-CDIP,,754,1000,346818,0.754,238.69282891246684,50.87858059045194,0.057677718832891245,0.0
rahunok/rahunok_0035.png,рахунок,RVL-CDIP,,754,1000,154010,0.754,246.900099469496,36.805370600360675,0.03112599469496021,0.0
rahunok/rahunok_0036.png,рахунок,RVL-CDIP,,754,1000,93289,0.754,249.7428594164456,31.096434556320332,0.020221485411140584,0.0
rahunok/rahunok_0037.png,рахунок,RVL-CDIP,,754,1000,203935,0.754,242.04197347480107,48.95779619753316,0.045917771883289125,0.0
rahunok/rahunok_0038.png,рахунок,RVL-CDIP,,754,1000,165616,0.754,242.53464323607426,48.61111438504582,0.04763793103448276,0.0
rahunok/rahunok_0039.png,рахунок,RVL-CDIP,,754,1000,187868,0.754,243.859400530504,44.528349548201184,0.04269098143236074,0.0
rahunok/rahunok_0040.png,рахунок,RVL-CDIP,,777,1000,177918,0.777,240.71067953667955,53.63589879803312,0.05507979407979408,0.0
rahunok/rahunok_0041.png,рахунок,RVL-CDIP,,762,1000,60395,0.762,251.6227965879265,25.446127484110924,0.013241469816272966,0.0
rahunok/rahunok_0042.png,рахунок,RVL-CDIP,,802,1000,210935,0.802,242.7070162094763,47.28848847018954,0.04797381546134663,0.0
rahunok/rahunok_0043.png,рахунок,RVL-CDIP,,773,1000,491050,0.773,221.29329236739974,74.44723612499402,0.12772833117723156,0.0
rahunok/rahunok_0044.png,рахунок,RVL-CDIP,,777,1000,402649,0.777,232.66479279279278,62.11271436722023,0.08344144144144144,0.0
rahunok/rahunok_0045.png,рахунок,RVL-CDIP,,754,1000,111236,0.754,246.60766047745358,40.781908022475974,0.03191777188328913,0.0
rahunok/rahunok_0046.png,рахунок,RVL-CDIP,,754,1000,170575,0.754,243.35073872679044,45.01071917261171,0.04496949602122016,0.0
rahunok/rahunok_0047.png,рахунок,RVL-CDIP,,762,1000,138888,0.762,244.79692913385827,43.62876054250558,0.039993438320209976,0.0
rahunok/rahunok_0048.png,рахунок,RVL-CDIP,,754,1000,109914,0.754,249.98874933687003,29.018076172885117,0.019510610079575597,0.0
rahunok/rahunok_0049.png,рахунок,RVL-CDIP,,762,1000,445176,0.762,233.11756824146983,54.963934732496675,0.07000656167979002,0.0
rahunok/rahunok_0050.png,рахунок,RVL-CDIP,,754,1000,208274,0.754,241.88679973474802,47.83715711472946,0.04996419098143236,0.0
rahunok/rahunok_0051.png,рахунок,RVL-CDIP,,754,1000,246806,0.754,245.4651153846154,35.41622049725654,0.031496021220159154,0.0
rahunok/rahunok_0052.png,рахунок,RVL-CDIP,,777,1000,213669,0.777,248.4581994851995,30.040268563087867,0.02058815958815959,0.0
rahunok/rahunok_0053.png,рахунок,RVL-CDIP,,754,1000,215969,0.754,241.3615623342175,49.344263781813495,0.053622015915119364,0.0
rahunok/rahunok_0054.png,рахунок,RVL-CDIP,,754,1000,524068,0.754,68.61240318302387,102.3099235835297,0.7350344827586207,0.0
rahunok/rahunok_0055.png,рахунок,RVL-CDIP,,754,1000,60948,0.754,252.25074801061007,22.323232553599215,0.010594164456233422,0.0
rahunok/rahunok_0056.png,рахунок,RVL-CDIP,,754,1000,68941,0.754,251.833200265252,23.884293727616384,0.012033156498673741,0.0
rahunok/rahunok_0057.png,рахунок,RVL-CDIP,,775,1000,155053,0.775,233.58019096774194,66.86295802987979,0.08333548387096774,0.0
rahunok/rahunok_0058.png,рахунок,RVL-CDIP,,777,1000,226357,0.777,239.88588545688546,53.40616677581084,0.05792406692406692,0.0
rahunok/rahunok_0059.png,рахунок,RVL-CDIP,,754,1000,212472,0.754,239.08391114058355,53.843410474202216,0.061409814323607426,0.0
rahunok/rahunok_0060.png,рахунок,RVL-CDIP,,754,1000,183959,0.754,239.35849602122016,54.803854735459694,0.060628647214854114,0.0
rahunok/rahunok_0061.png,рахунок,RVL-CDIP,,777,1000,308008,0.777,237.54904247104247,55.580502483826976,0.06355341055341056,0.0
rahunok/rahunok_0062.png,рахунок,RVL-CDIP,,763,1000,154052,0.763,243.8879384010485,46.256588371334196,0.042605504587155965,0.0
rahunok/rahunok_0063.png,рахунок,RVL-CDIP,,754,1000,104365,0.754,248.3374694960212,35.51258689348196,0.025741379310344828,0.0
rahunok/rahunok_0064.png,рахунок,RVL-CDIP,,754,1000,135253,0.754,247.7260225464191,35.89702190590495,0.027057029177718833,0.0
rahunok/rahunok_0065.png,рахунок,RVL-CDIP,,785,1000,250781,0.785,242.870276433121,45.73327677870039,0.04521656050955414,0.0
rahunok/rahunok_0066.png,рахунок,RVL-CDIP,,777,1000,325648,0.777,239.7396422136422,45.48254072850791,0.05832947232947233,0.0
rahunok/rahunok_0067.png,рахунок,RVL-CDIP,,772,1000,360898,0.772,234.3781230569948,57.75413890379232,0.07976036269430052,0.0
rahunok/rahunok_0068.png,рахунок,RVL-CDIP,,777,1000,259486,0.777,244.71359459459458,41.34257516765621,0.03637323037323038,0.0
rahunok/rahunok_0069.png,рахунок,RVL-CDIP,,754,1000,328851,0.754,234.66794297082228,58.38763939752871,0.07753183023872678,0.0
rahunok/rahunok_0070.png,рахунок,RVL-CDIP,,813,1000,203505,0.813,245.30883886838868,38.355071715516964,0.037211562115621155,0.0
rahunok/rahunok_0071.png,рахунок,RVL-CDIP,,777,1000,176045,0.777,233.86105791505793,66.49571701296797,0.08133590733590734,0.0
rahunok/rahunok_0072.png,рахунок,RVL-CDIP,,754,1000,157891,0.754,240.05935809018567,54.37358062258342,0.05796286472148541,0.0
rahunok/rahunok_0073.png,рахунок,RVL-CDIP,,777,1000,237808,0.777,241.5764272844273,49.99288339884414,0.05080952380952381,0.0
rahunok/rahunok_0074.png,рахунок,RVL-CDIP,,754,1000,100443,0.754,250.74566180371352,27.628385201561013,0.015935013262599468,0.0
rahunok/rahunok_0075.png,рахунок,RVL-CDIP,,777,1000,146903,0.777,239.1115842985843,57.963575285551705,0.061047619047619045,0.0
rahunok/rahunok_0076.png,рахунок,RVL-CDIP,,754,1000,80362,0.754,246.81382625994695,40.69548546155025,0.031816976127320956,0.0
rahunok/rahunok_0077.png,рахунок,RVL-CDIP,,808,1000,620962,0.808,220.95865099009902,73.3776807371178,0.11966460396039603,0.0
rahunok/rahunok_0078.png,рахунок,RVL-CDIP,,754,1000,198063,0.754,243.2261697612732,46.81378567192251,0.044084880636604776,0.0
rahunok/rahunok_0079.png,рахунок,RVL-CDIP,,777,1000,264365,0.777,132.87300128700127,123.79401465489799,0.47794465894465893,0.0
rahunok/rahunok_0080.png,рахунок,RVL-CDIP,,808,1000,70412,0.808,252.49505816831683,20.450453959813668,0.009466584158415841,0.0
rahunok/rahunok_0081.png,рахунок,RVL-CDIP,,784,1000,268072,0.784,237.83916836734693,52.572950948669835,0.06722576530612245,0.0
rahunok/rahunok_0082.png,рахунок,RVL-CDIP,,777,1000,219509,0.777,230.11022393822392,71.23843479468216,0.09552252252252252,0.0
rahunok/rahunok_0083.png,рахунок,RVL-CDIP,,754,1000,215264,0.754,238.98684350132626,52.83667587597391,0.06254907161803713,0.0
rahunok/rahunok_0084.png,рахунок,RVL-CDIP,,777,1000,236702,0.777,243.45520463320463,45.59004377259591,0.04236808236808237,0.0
rahunok/rahunok_0085.png,рахунок,RVL-CDIP,,790,1000,529747,0.79,240.47141772151897,40.97642981977415,0.03256962025316456,0.0
rahunok/rahunok_0086.png,рахунок,RVL-CDIP,,754,1000,97687,0.754,250.9583673740053,26.71029496112181,0.015360742705570292,0.0
rahunok/rahunok_0087.png,рахунок,RVL-CDIP,,762,1000,125565,0.762,216.4695813648294,88.06687643845028,0.15051443569553805,0.0
rahunok/rahunok_0088.png,рахунок,RVL-CDIP,,754,1000,60244,0.754,252.47911140583554,20.979932277335777,0.009745358090185676,0.0
rahunok/rahunok_0089.png,рахунок,RVL-CDIP,,754,1000,144007,0.754,247.74235145888593,35.48481844452545,0.02693633952254642,0.0
rahunok/rahunok_0090.png,рахунок,RVL-CDIP,,754,1000,152482,0.754,243.1143023872679,47.91244533232347,0.04603978779840849,0.0
rahunok/rahunok_0091.png,рахунок,RVL-CDIP,,754,1000,97523,0.754,251.20927055702919,24.3985914386343,0.014282493368700265,0.0
rahunok/rahunok_0092.png,рахунок,RVL-CDIP,,773,1000,117332,0.773,247.97699223803363,36.47569148909943,0.027746442432082793,0.0
rahunok/rahunok_0093.png,рахунок,RVL-CDIP,,754,1000,143194,0.754,246.46157957559683,39.88712590543041,0.03294297082228117,0.0
rahunok/rahunok_0094.png,рахунок,RVL-CDIP,,777,1000,271811,0.777,221.2842368082368,80.74243395255233,0.13108108108108107,0.0
rahunok/rahunok_0095.png,рахунок,RVL-CDIP,,754,1000,88399,0.754,242.9610901856764,51.14673752289483,0.046648541114058355,0.0
rahunok/rahunok_0096.png,рахунок,RVL-CDIP,,754,1000,217659,0.754,237.66935411140582,54.00033444568615,0.06676923076923078,0.0
rahunok/rahunok_0097.png,рахунок,RVL-CDIP,,754,1000,90391,0.754,248.61003580901857,35.48418141718256,0.025107427055702916,0.0
rahunok/rahunok_0098.png,рахунок,RVL-CDIP,,781,1000,305832,0.781,233.62180025608194,60.56463536704569,0.0831472471190781,0.0
rahunok/rahunok_0099.png,рахунок,RVL-CDIP,,754,1000,156472,0.754,240.71060344827586,52.78379000257922,0.055997347480106104,0.0
rahunok/rahunok_0100.png,рахунок,RVL-CDIP,,754,1000,138926,0.754,245.34870424403184,42.21606273796208,0.03674137931034483,0.0
rahunok/rahunok_0101.png,рахунок,RVL-CDIP,,754,1000,90146,0.754,250.7094098143236,26.380763559669813,0.01637002652519894,0.0
rahunok/rahunok_0102.png,рахунок,RVL-CDIP,,776,1000,123937,0.776,235.70332860824743,64.07767383235544,0.07478350515463918,0.0
rahunok/rahunok_0103.png,рахунок,RVL-CDIP,,754,1000,90680,0.754,251.76720689655173,22.830697979599933,0.011721485411140584,0.0
rahunok/rahunok_0104.png,рахунок,RVL-CDIP,,754,1000,185830,0.754,245.91209549071618,37.16257350634135,0.03461405835543767,0.0
rahunok/rahunok_0105.png,рахунок,RVL-CDIP,,754,1000,349184,0.754,227.86909681697614,67.45860330686251,0.10340318302387268,0.0
rahunok/rahunok_0106.png,рахунок,RVL-CDIP,,754,1000,152207,0.754,239.17472546419097,56.67407455777582,0.06147082228116711,0.0
rahunok/rahunok_0107.png,рахунок,RVL-CDIP,,783,1000,274737,0.783,241.55555172413793,45.36335834729278,0.05280715197956577,0.0
rahunok/rahunok_0108.png,рахунок,RVL-CDIP,,762,1000,153944,0.762,216.09365091863518,87.93371169282926,0.15196719160104988,0.0
rahunok/rahunok_0109.png,рахунок,RVL-CDIP,,754,1000,107580,0.754,248.9348076923077,32.95693316431264,0.02380636604774536,0.0
rahunok/rahunok_0110.png,рахунок,RVL-CDIP,,780,1000,174713,0.78,238.69803333333334,57.02178931915294,0.06363974358974359,0.0
rahunok/rahunok_0111.png,рахунок,RVL-CDIP,,772,1000,280009,0.772,229.42228626943006,68.81099983954635,0.10293005181347151,0.0
rahunok/rahunok_0112.png,рахунок,RVL-CDIP,,762,1000,395026,0.762,245.529968503937,34.72457289559024,0.027026246719160103,0.0
rahunok/rahunok_0113.png,рахунок,RVL-CDIP,,772,1000,111539,0.772,245.7573147668394,42.90644970650063,0.03606217616580311,0.0
rahunok/rahunok_0114.png,рахунок,RVL-CDIP,,771,1000,270495,0.771,239.4900025940337,53.55910466511905,0.05866407263294423,0.0
rahunok/rahunok_0115.png,рахунок,RVL-CDIP,,762,1000,157206,0.762,235.15895406824146,59.24791915243019,0.07796062992125984,0.0
rahunok/rahunok_0116.png,рахунок,RVL-CDIP,,768,1000,189896,0.768,242.50694661458334,46.45703249682671,0.04836328125,0.0
rahunok/rahunok_0117.png,рахунок,RVL-CDIP,,754,1000,144576,0.754,243.96909681697613,46.2737696167316,0.042014588859416446,0.0
rahunok/rahunok_0118.png,рахунок,RVL-CDIP,,777,1000,433260,0.777,234.04420463320463,58.73986410775047,0.0753011583011583,0.0
rahunok/rahunok_0119.png,рахунок,RVL-CDIP,,778,1000,962743,0.778,206.2388856041131,79.2307775572813,0.1684228791773779,0.0
rahunok/rahunok_0120.png,рахунок,RVL-CDIP,,770,1000,137912,0.77,248.5673961038961,33.80697508294237,0.024203896103896103,0.0
rahunok/rahunok_0121.png,рахунок,RVL-CDIP,,777,1000,318660,0.777,229.6065160875161,69.52904318402702,0.0958005148005148,0.0
rahunok/rahunok_0122.png,рахунок,RVL-CDIP,,777,1000,93027,0.777,250.38447876447876,28.995915853489212,0.017262548262548263,0.0
rahunok/rahunok_0123.png,рахунок,RVL-CDIP,,752,1000,192915,0.752,245.96284175531915,38.30299670737072,0.034761968085106384,0.0
rahunok/rahunok_0124.png,рахунок,RVL-CDIP,,776,1000,473875,0.776,237.6701082474227,49.53775160221459,0.05861855670103093,0.0
rahunok/rahunok_0125.png,рахунок,RVL-CDIP,,762,1000,125935,0.762,247.08383333333333,37.39585969550536,0.028454068241469815,0.0
rahunok/rahunok_0126.png,рахунок,RVL-CDIP,,787,1000,251038,0.787,227.59302668360863,73.36449971694213,0.10750190597204574,0.0
rahunok/rahunok_0127.png,рахунок,RVL-CDIP,,772,1000,160842,0.772,216.765457253886,87.53508856074545,0.14904922279792746,0.0
rahunok/rahunok_0128.png,рахунок,RVL-CDIP,,777,1000,391958,0.777,193.17482239382238,103.19499654678752,0.24319305019305018,0.0
rahunok/rahunok_0129.png,рахунок,RVL-CDIP,,754,1000,207051,0.754,242.6130079575597,45.22699920753353,0.04595490716180371,0.0
rahunok/rahunok_0130.png,рахунок,RVL-CDIP,,762,1000,189419,0.762,240.82011286089238,50.968952287741764,0.05320472440944882,0.0
rahunok/rahunok_0131.png,рахунок,RVL-CDIP,,754,1000,150677,0.754,245.57681962864723,40.74414134144707,0.03629575596816976,0.0
rahunok/rahunok_0132.png,рахунок,RVL-CDIP,,782,1000,113103,0.782,250.94591560102302,25.164962056140563,0.015675191815856776,0.0
rahunok/rahunok_0133.png,рахунок,RVL-CDIP,,777,1000,171896,0.777,248.13011196911197,34.60578628070553,0.023911196911196912,0.0
rahunok/rahunok_0134.png,рахунок,RVL-CDIP,,754,1000,96242,0.754,249.68590848806366,31.981863317670232,0.01889389920424403,0.0
rahunok/rahunok_0135.png,рахунок,RVL-CDIP,,784,1000,664963,0.784,229.57092857142857,59.63175403286167,0.08231632653061224,0.0
rahunok/rahunok_0136.png,рахунок,RVL-CDIP,,766,1000,323010,0.766,193.2034686684073,102.41514545984414,0.23820496083550913,0.0
rahunok/rahunok_0137.png,рахунок,RVL-CDIP,,785,1000,471914,0.785,226.25122420382166,68.92801803213919,0.10872484076433121,0.0
rahunok/rahunok_0138.png,рахунок,RVL-CDIP,,772,1000,153799,0.772,239.0533121761658,56.718860791362,0.06241062176165803,0.0
rahunok/rahunok_0139.png,рахунок,RVL-CDIP,,762,1000,703130,0.762,218.2226377952756,71.15796162959036,0.13051837270341207,0.0
rahunok/rahunok_0140.png,рахунок,RVL-CDIP,,787,1000,328777,0.787,176.95333036848794,111.97798975317771,0.30464930114358324,0.0
rahunok/rahunok_0141.png,рахунок,RVL-CDIP,,754,1000,74980,0.754,246.79876392572945,42.18023730565981,0.032124668435013264,0.0
rahunok/rahunok_0142.png,рахунок,RVL-CDIP,,803,1000,191349,0.803,245.53186301369863,40.848918869331044,0.034620174346201744,0.0
rahunok/rahunok_0143.png,рахунок,RVL-CDIP,,754,1000,103674,0.754,250.55570424403183,28.039430609776765,0.016782493368700264,0.0
rahunok/rahunok_0144.png,рахунок,RVL-CDIP,,777,1000,244602,0.777,242.17944272844272,47.957051273459,0.04642213642213642,0.0
rahunok/rahunok_0145.png,рахунок,RVL-CDIP,,754,1000,211247,0.754,243.40238726790452,45.05184219337909,0.044850132625994694,0.0
rahunok/rahunok_0146.png,рахунок,RVL-CDIP,,728,1000,93549,0.728,251.513114010989,22.949997450278083,0.013239010989010988,0.0
rahunok/rahunok_0147.png,рахунок,RVL-CDIP,,754,1000,631995,0.754,223.4789098143236,65.27397463578527,0.11035278514588859,0.0
rahunok/rahunok_0148.png,рахунок,RVL-CDIP,,754,1000,131236,0.754,246.67596419098143,39.71944772173542,0.033555702917771886,0.0
rahunok/rahunok_0149.png,рахунок,RVL-CDIP,,752,1000,176129,0.752,244.5509720744681,44.060878764340615,0.03998537234042553,0.0
rahunok/rahunok_0150.png,рахунок,RVL-CDIP,,768,1000,162435,0.768,244.16366145833334,45.457792366128565,0.04182291666666667,0.0
rahunok/rahunok_0151.png,рахунок,RVL-CDIP,,772,1000,302946,0.772,238.62945725388602,50.13069418915695,0.06176683937823834,0.0
rahunok/rahunok_0152.png,рахунок,RVL-CDIP,,754,1000,178626,0.754,241.89006896551723,49.87030111935657,0.05047745358090186,0.0
rahunok/rahunok_0153.png,рахунок,RVL-CDIP,,754,1000,350662,0.754,242.3432228116711,40.69632627937511,0.040489389920424404,0.0
rahunok/rahunok_0154.png,рахунок,RVL-CDIP,,754,1000,80109,0.754,249.91698673740052,31.74740692086146,0.01963527851458886,0.0
rahunok/rahunok_0155.png,рахунок,RVL-CDIP,,784,1000,261687,0.784,233.37395280612245,64.1581395440826,0.08328826530612245,0.0
rahunok/rahunok_0156.png,рахунок,RVL-CDIP,,787,1000,211424,0.787,240.43675095298602,51.109264641684156,0.05663913595933926,0.0
rahunok/rahunok_0157.png,рахунок,RVL-CDIP,,754,1000,129429,0.754,243.5461525198939,48.28333932820209,0.04453846153846154,0.0
rahunok/rahunok_0158.png,рахунок,RVL-CDIP,,754,1000,183200,0.754,236.33499336870025,58.98492650927859,0.0729973474801061,0.0
rahunok/rahunok_0159.png,рахунок,RVL-CDIP,,754,1000,131719,0.754,247.408850132626,37.8601274962974,0.029249336870026524,0.0
rahunok/rahunok_0160.png,рахунок,RVL-CDIP,,754,1000,214034,0.754,232.6648846153846,66.53528663378754,0.08688328912466843,0.0
rahunok/rahunok_0161.png,рахунок,RVL-CDIP,,754,1000,92062,0.754,251.36109549071617,25.26234194193824,0.01366976127320955,0.0
rahunok/rahunok_0162.png,рахунок,RVL-CDIP,,754,1000,199292,0.754,244.9512970822281,41.651813840402696,0.03722413793103448,0.0
rahunok/rahunok_0163.png,рахунок,RVL-CDIP,,770,1000,187152,0.77,240.93074415584417,51.71877533169039,0.054976623376623374,0.0
rahunok/rahunok_0164.png,рахунок,RVL-CDIP,,781,1000,196034,0.781,244.95371702944942,42.02194491031332,0.03897951344430218,0.0
rahunok/rahunok_0165.png,рахунок,RVL-CDIP,,777,1000,158432,0.777,248.19327541827542,34.50456619968052,0.024882882882882883,0.0
rahunok/rahunok_0166.png,рахунок,RVL-CDIP,,754,1000,114438,0.754,249.58023342175068,29.980754618232517,0.020586206896551724,0.0
rahunok/rahunok_0167.png,рахунок,RVL-CDIP,,777,1000,607821,0.777,232.43084041184042,53.51201700003572,0.07345431145431146,0.0
rahunok/rahunok_0168.png,рахунок,RVL-CDIP,,754,1000,301659,0.754,228.84930371352786,68.706970774948,0.10185809018567639,0.0
rahunok/rahunok_0169.png,рахунок,RVL-CDIP,,808,1000,658569,0.808,218.9639962871287,74.25881767170807,0.12871163366336633,0.0
rahunok/rahunok_0170.png,рахунок,RVL-CDIP,,754,1000,289846,0.754,223.90739389920424,76.36724729829612,0.1200132625994695,0.0
rahunok/rahunok_0171.png,рахунок,RVL-CDIP,,754,1000,142258,0.754,245.90769098143235,39.595650402149346,0.03166710875331565,0.0
rahunok/rahunok_0172.png,рахунок,RVL-CDIP,,807,1000,189335,0.807,245.34113382899628,41.22505290556159,0.034949194547707556,0.0
rahunok/rahunok_0173.png,рахунок,RVL-CDIP,,762,1000,103419,0.762,226.8321089238845,77.11770087115005,0.11044750656167979,0.0
rahunok/rahunok_0174.png,рахунок,RVL-CDIP,,773,1000,118849,0.773,248.08833893919794,36.04079687935372,0.026415265200517464,0.0
rahunok/rahunok_0175.png,рахунок,RVL-CDIP,,777,1000,171492,0.777,243.7976628056628,46.7567453114303,0.04295624195624195,0.0
rahunok/rahunok_0176.png,рахунок,RVL-CDIP,,754,1000,112686,0.754,248.51547612732097,34.488242978231824,0.024907161803713527,0.0
rahunok/rahunok_0177.png,рахунок,RVL-CDIP,,770,1000,119838,0.77,248.46775194805195,35.15051046623893,0.025118181818181817,0.0
rahunok/rahunok_0178.png,рахунок,RVL-CDIP,,754,1000,267595,0.754,238.96809416445623,52.57403363374011,0.06147082228116711,0.0
rahunok/rahunok_0179.png,рахунок,RVL-CDIP,,754,1000,205158,0.754,244.95631830238727,39.99431921364426,0.032590185676392575,0.0
rahunok/rahunok_0180.png,рахунок,RVL-CDIP,,754,1000,109355,0.754,237.95501061007957,60.44760345748379,0.06657559681697613,0.0
rahunok/rahunok_0181.png,рахунок,RVL-CDIP,,777,1000,323053,0.777,214.45842084942086,86.96493984824419,0.15544144144144145,0.0
rahunok/rahunok_0182.png,рахунок,RVL-CDIP,,754,1000,400182,0.754,223.29988328912466,73.60677940599079,0.12185145888594165,0.0
rahunok/rahunok_0183.png,рахунок,RVL-CDIP,,754,1000,115562,0.754,250.0261326259947,29.318269647491036,0.018843501326259948,0.0
rahunok/rahunok_0184.png,рахунок,RVL-CDIP,,754,1000,309323,0.754,237.4775344827586,54.60239009955842,0.06758355437665782,0.0
rahunok/rahunok_0185.png,рахунок,RVL-CDIP,,752,1000,203489,0.752,243.32511436170213,45.38173090705004,0.0449375,0.0
rahunok/rahunok_0186.png,рахунок,RVL-CDIP,,767,1000,169408,0.767,233.01796088657105,66.4180437282435,0.08589960886571056,0.0
rahunok/rahunok_0187.png,рахунок,RVL-CDIP,,754,1000,176825,0.754,247.38233819628647,34.85314449083305,0.029461538461538463,0.0
rahunok/rahunok_0188.png,рахунок,RVL-CDIP,,762,1000,147951,0.762,244.7813503937008,44.08064730273231,0.03899868766404199,0.0
lyst/lyst_0000.png,лист,RVL-CDIP,,762,1000,122757,0.762,248.8393845144357,33.135183215244055,0.023141732283464566,0.0
lyst/lyst_0001.png,лист,RVL-CDIP,,777,1000,687080,0.777,233.61567824967824,50.5425450536357,0.05978249678249678,0.0
lyst/lyst_0002.png,лист,RVL-CDIP,,783,1000,93820,0.783,251.9041264367816,21.7370889694962,0.01149169859514687,0.0
lyst/lyst_0003.png,лист,RVL-CDIP,,754,1000,85674,0.754,250.27427055702918,29.42644854216668,0.017681697612732094,0.0
lyst/lyst_0004.png,лист,RVL-CDIP,,803,1000,237318,0.803,243.50259900373598,44.600778472114754,0.04323785803237858,0.0
lyst/lyst_0005.png,лист,RVL-CDIP,,754,1000,128987,0.754,245.32948806366048,43.342919992519825,0.0379973474801061,0.0
